,-54.151045,-53.651045,-53.151045,-52.651045,-52.151045,-51.651045,-51.151045,-50.651045,-50.151045,-49.651045,-49.151045,-48.651045,-48.151045,-47.651045
0,5.528287548773954e-08,3.534868975882569e-08,1.256517277703004e-06,3.895159597919655e-08,1.0610280835926876e-07,2.1024301906670684e-08,1.0429675250169922e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,1.2947691637898984e-08,2.1213171684172246e-08,,3.152989927706446e-09
1,5.528287548773954e-08,3.534868975882569e-08,8.416648960682078e-07,3.895159597919655e-08,9.756390153426388e-08,2.1024301906670684e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,1.2947691637898984e-08,2.1213171684172246e-08,,3.152989927706446e-09
2,5.528287548773954e-08,3.534868975882569e-08,8.416648960682078e-07,3.895159597919655e-08,9.756390153426388e-08,2.1024301906670684e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,1.2947691637898984e-08,1.4613895521590738e-08,,3.152989927706446e-09
3,5.528287548773954e-08,3.534868975882569e-08,8.416648960682078e-07,3.895159597919655e-08,9.756390153426388e-08,1.9417129298817437e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,1.2947691637898984e-08,1.4613895521590738e-08,5.445223322307934e-09,3.152989927706446e-09
4,6.665815996150446e-08,3.534868975882569e-08,8.416648960682078e-07,3.895159597919655e-08,8.824794419267844e-08,1.9417129298817437e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,1.2947691637898984e-08,1.14843091277503e-08,5.445223322307934e-09,
5,5.6146804693851205e-08,3.534868975882569e-08,8.416648960682078e-07,3.895159597919655e-08,8.824794419267844e-08,1.9417129298817437e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,,1.14843091277503e-08,5.445223322307934e-09,
6,5.6146804693851205e-08,3.534868975882569e-08,8.416648960682078e-07,3.895159597919655e-08,8.824794419267844e-08,1.9417129298817437e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,5.774332397309918e-09,1.14843091277503e-08,5.445223322307934e-09,
7,6.665815996150446e-08,3.534868975882569e-08,7.582443023332109e-07,3.895159597919655e-08,8.824794419267844e-08,1.9417129298817437e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,5.774332397309918e-09,2.1213171684172246e-08,5.445223322307934e-09,
8,6.665815996150446e-08,3.534868975882569e-08,7.582443023332109e-07,3.895159597919655e-08,8.133795061887496e-08,1.8396231136512104e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,5.774332397309918e-09,2.1213171684172246e-08,5.445223322307934e-09,
9,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,3.895159597919655e-08,8.133795061887496e-08,1.8396231136512104e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,5.774332397309918e-09,,5.445223322307934e-09,
10,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,3.895159597919655e-08,8.133795061887496e-08,1.8396231136512104e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,5.774332397309918e-09,,5.445223322307934e-09,
11,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,3.895159597919655e-08,8.133795061887496e-08,1.5895155949203796e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,5.774332397309918e-09,,,
12,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,3.895159597919655e-08,8.133795061887496e-08,1.5895155949203796e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.4227948246949721e-08,,,,
13,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.133795061887496e-08,1.62116594415864e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.5730409791887625e-08,,,1.802784992009589e-08,
14,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.133795061887496e-08,1.62116594415864e-08,1.7151959218031095e-08,1.7873268229099208e-08,2.325046838659586e-08,1.5730409791887625e-08,,,1.802784992009589e-08,
15,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.133795061887496e-08,1.62116594415864e-08,1.8417332695972375e-08,1.5117319357052384e-08,2.325046838659586e-08,1.8735332881763434e-08,,,1.802784992009589e-08,
16,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.824794419267844e-08,1.62116594415864e-08,1.8417332695972375e-08,1.5117319357052384e-08,2.325046838659586e-08,1.8735332881763434e-08,,,1.802784992009589e-08,
17,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.824794419267844e-08,1.62116594415864e-08,1.9846788485049464e-08,1.5117319357052384e-08,2.325046838659586e-08,,,,1.802784992009589e-08,
18,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.824794419267844e-08,1.400496203903437e-08,1.9846788485049464e-08,1.5117319357052384e-08,2.325046838659586e-08,,,,1.802784992009589e-08,
19,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.824794419267844e-08,1.400496203903437e-08,1.9846788485049464e-08,1.5117319357052384e-08,2.325046838659586e-08,,,,1.802784992009589e-08,
20,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,8.763608906384606e-08,1.400496203903437e-08,1.9846788485049464e-08,1.5117319357052384e-08,2.325046838659586e-08,,,,1.802784992009589e-08,
21,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.2125337922544366e-08,7.26370117623044e-08,1.5070819479874484e-08,1.9846788485049464e-08,1.5117319357052384e-08,2.325046838659586e-08,4.834839267352147e-08,,,1.802784992009589e-08,
22,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.572308676277351e-08,7.26370117623044e-08,1.5070819479874484e-08,1.9846788485049464e-08,1.5117319357052384e-08,1.9518028394786862e-08,4.834839267352147e-08,,,1.802784992009589e-08,
23,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.3207710114251396e-08,7.26370117623044e-08,1.5070819479874484e-08,1.9846788485049464e-08,1.5117319357052384e-08,1.9518028394786862e-08,4.834839267352147e-08,,,1.802784992009589e-08,
24,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.3207710114251396e-08,7.26370117623044e-08,1.5070819479874484e-08,1.9846788485049464e-08,1.5117319357052384e-08,1.9518028394786862e-08,4.834839267352147e-08,,,1.802784992009589e-08,
25,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.3207710114251396e-08,7.26370117623044e-08,1.5671230422132606e-08,1.9846788485049464e-08,1.5117319357052384e-08,1.9518028394786862e-08,4.834839267352147e-08,,,1.802784992009589e-08,
26,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,4.7307133045591106e-08,7.94602801266939e-08,1.5671230422132606e-08,1.9846788485049464e-08,1.5117319357052384e-08,1.9518028394786862e-08,4.834839267352147e-08,,,1.802784992009589e-08,
27,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,5.055748742520897e-08,7.94602801266939e-08,1.5671230422132606e-08,1.9846788485049464e-08,1.5117319357052384e-08,1.9518028394786862e-08,4.834839267352147e-08,,,1.802784992009589e-08,
28,8.744814958665989e-08,3.534868975882569e-08,7.658201360743982e-07,5.055748742520897e-08,7.94602801266939e-08,1.5671230422132606e-08,1.9846788485049464e-08,1.5117319357052384e-08,1.9518028394786862e-08,4.834839267352147e-08,,,1.802784992009589e-08,
