,-54.0,-53.5,-53.0,-52.5,-52.0,-51.5,-51.0,-50.5,-50.0,-49.5,-49.0,-48.5,-48.0,-47.5
62.0,6.043735017480424e-10,1.734268868166687e-09,9.798452794038463e-09,1.0444053663376392e-09,8.021675260619264e-10,7.744045940649063e-10,6.359012030061506e-10,2.591981628309346e-10,3.335412808691827e-10,3.3244257843292784e-10,9.029678055960444e-11,9.7390173834141e-11,1.6368147906336424e-10,1.3591350729147261e-11
187.0,7.965103489935641e-10,3.283406305661781e-09,5.233763432694887e-09,4.9607007489879034e-09,2.1935914572045485e-09,2.61417181352837e-09,5.192939026209897e-10,1.7807720736440929e-09,1.851745707331368e-09,3.757822335815402e-10,3.977511030222744e-10,6.727422217829703e-11,1.1445239226485023e-10,1.160335635305191e-10
312.0,,6.5745368278182616e-09,2.531348735323237e-08,8.665920529511012e-09,1.403223393999229e-08,2.56181678918638e-09,2.9717834149953054e-10,7.438957108975495e-10,1.3575567591093124e-09,2.7181017830686297e-10,1.1264622880196685e-09,1.3707122674177312e-10,4.333584895215946e-10,8.515301886386002e-10
437.0,,7.34063873086976e-09,4.820196792624991e-09,1.7656823702797432e-09,2.966884999319672e-09,8.742657146576888e-10,2.8558863657654955e-10,4.4488101355206376e-10,2.1254147725581974e-09,1.2231843601364977e-10,1.0762128520510903e-10,6.303895401694482e-11,1.4679797058082291e-10,6.107824509717899e-11
562.0,,,3.518180596845542e-10,9.567618528204389e-10,3.7153201891221035e-09,4.5805605350817405e-10,2.410083876359983e-10,2.7491539929448783e-10,3.067187337551876e-10,1.2581811840360773e-10,3.172554470774534e-11,7.582789236121549e-11,9.160455855570125e-11,3.74057407477751e-11
687.0,,,,1.0042929410460378e-09,1.2057453348862894e-09,1.4012862776233475e-10,1.1255059827905063e-10,1.657021614642338e-09,1.6931733151448885e-10,1.0605515381155758e-10,1.0753127559246616e-10,3.658712371689662e-10,1.3896225410903352e-10,3.978076092410251e-11
812.0,,,,1.7467219617462457e-09,4.7564690805669e-10,1.8955443583542136e-10,8.625257983676878e-11,2.0147424077690509e-10,1.3087768031851375e-10,8.3946551000036e-11,1.4089373141341707e-10,5.865810606213916e-11,1.5842235291506028e-10,1.979035008693498e-11
937.0,,,,6.822171269734e-09,1.758239356825101e-09,1.325278597886642e-10,5.2986568212935785e-11,8.580288377800389e-11,9.788566501333068e-11,1.274524845212665e-10,3.1268979074612264e-11,3.774693050686494e-11,3.068772218090709e-10,4.181448930799295e-11
1062.0,,,,1.2756464733030852e-08,5.488914317917268e-10,1.915403292558372e-10,1.0799552269869126e-10,1.0201744192813232e-10,2.2358275103433165e-10,5.694545575132591e-11,7.499811095358099e-11,2.3729840347099748e-11,1.178414134481287e-10,4.618735605666261e-11
